,,,,,
Input,Match type,Approved symbol,Approved name,HGNC ID,Location
FATE1,Approved symbol,FATE1,fetal and adult testis expressed 1,HGNC:24683,Xq28
FAXC,Approved symbol,FAXC,"failed axon connections homolog, metaxin like GST domain containing",HGNC:20742,6q16.2
FBF1,Approved symbol,FBF1,Fas binding factor 1,HGNC:24674,17q25.1
FBL,Approved symbol,FBL,fibrillarin,HGNC:3599,19q13.2
FBLN2,Approved symbol,FBLN2,fibulin 2,HGNC:3601,3p25.1
FBN2,Approved symbol,FBN2,fibrillin 2,HGNC:3604,5q23.3
FBN3,Approved symbol,FBN3,fibrillin 3,HGNC:18794,19p13.2
FBRSL1,Approved symbol,FBRSL1,fibrosin like 1,HGNC:29308,12q24.33
FBXL12,Approved symbol,FBXL12,F-box and leucine rich repeat protein 12,HGNC:13611,19p13.2
FBXL13,Approved symbol,FBXL13,F-box and leucine rich repeat protein 13,HGNC:21658,7q22.1
FBXL16,Approved symbol,FBXL16,F-box and leucine rich repeat protein 16,HGNC:14150,16p13.3
FBXL17,Approved symbol,FBXL17,F-box and leucine rich repeat protein 17,HGNC:13615,5q21.3
FBXL18,Approved symbol,FBXL18,F-box and leucine rich repeat protein 18,HGNC:21874,7p22.1
FBXL21,Previous symbol,FBXL21P,"F-box and leucine rich repeat protein 21, pseudogene",HGNC:13600,5q31.1
FBXL4,Approved symbol,FBXL4,F-box and leucine rich repeat protein 4,HGNC:13601,6q16.1-q16.2
FBXL6,Approved symbol,FBXL6,F-box and leucine rich repeat protein 6,HGNC:13603,8q24.3
FBXO15,Approved symbol,FBXO15,F-box protein 15,HGNC:13617,18q22.3
FBXO33,Approved symbol,FBXO33,F-box protein 33,HGNC:19833,14q21.1
FBXO4,Approved symbol,FBXO4,F-box protein 4,HGNC:13583,5p13.1
FBXO40,Approved symbol,FBXO40,F-box protein 40,HGNC:29816,3q13.33
FBXO41,Approved symbol,FBXO41,F-box protein 41,HGNC:29409,2p13.2
FBXO44,Approved symbol,FBXO44,F-box protein 44,HGNC:24847,1p36.22
FBXO47,Approved symbol,FBXO47,F-box protein 47,HGNC:31969,17q12
FBXO9,Approved symbol,FBXO9,F-box protein 9,HGNC:13588,6p12.1
FBXW11,Approved symbol,FBXW11,F-box and WD repeat domain containing 11,HGNC:13607,5q35.1
FBXW2,Approved symbol,FBXW2,F-box and WD repeat domain containing 2,HGNC:13608,9q33.2
FCER1A,Approved symbol,FCER1A,Fc epsilon receptor Ia,HGNC:3609,1q23.2
FCGBP,Approved symbol,FCGBP,Fc gamma binding protein,HGNC:13572,19q13.2
FCGRT,Approved symbol,FCGRT,Fc gamma receptor and transporter,HGNC:3621,19q13.33
FCN1,Approved symbol,FCN1,ficolin 1,HGNC:3623,9q34.3
FCRL5,Approved symbol,FCRL5,Fc receptor like 5,HGNC:18508,1q23.1
FDXR,Approved symbol,FDXR,ferredoxin reductase,HGNC:3642,17q25.1
FER,Approved symbol,FER,FER tyrosine kinase,HGNC:3655,5q21.3
FER1L5,Approved symbol,FER1L5,fer-1 like family member 5,HGNC:19044,2q11.2
FER1L6,Approved symbol,FER1L6,fer-1 like family member 6,HGNC:28065,8q24.13
FERMT1,Approved symbol,FERMT1,FERM domain containing kindlin 1,HGNC:15889,20p12.3
FERMT3,Approved symbol,FERMT3,FERM domain containing kindlin 3,HGNC:23151,11q13.1
FES,Approved symbol,FES,"FES proto-oncogene, tyrosine kinase",HGNC:3657,15q26.1
FFAR1,Approved symbol,FFAR1,free fatty acid receptor 1,HGNC:4498,19q13.12
FGD2,Approved symbol,FGD2,"FYVE, RhoGEF and PH domain containing 2",HGNC:3664,6p21.2
FGD3,Approved symbol,FGD3,"FYVE, RhoGEF and PH domain containing 3",HGNC:16027,9q22.31
FGD5,Approved symbol,FGD5,"FYVE, RhoGEF and PH domain containing 5",HGNC:19117,3p25.1
FGF12,Approved symbol,FGF12,fibroblast growth factor 12,HGNC:3668,3q28-q29
FGF13,Approved symbol,FGF13,fibroblast growth factor 13,HGNC:3670,Xq26.3-q27.1
FGF14,Approved symbol,FGF14,fibroblast growth factor 14,HGNC:3671,13q33.1
FGF21,Approved symbol,FGF21,fibroblast growth factor 21,HGNC:3678,19q13.33
FGF22,Approved symbol,FGF22,fibroblast growth factor 22,HGNC:3679,19p13.3
FGF23,Approved symbol,FGF23,fibroblast growth factor 23,HGNC:3680,12p13.32
FGF4,Approved symbol,FGF4,fibroblast growth factor 4,HGNC:3682,11q13.3
FGFRL1,Approved symbol,FGFRL1,fibroblast growth factor receptor like 1,HGNC:3693,4p16.3
FGG,Approved symbol,FGG,fibrinogen gamma chain,HGNC:3694,4q32.1
FGL2,Approved symbol,FGL2,fibrinogen like 2,HGNC:3696,7q11.23
FHIT,Approved symbol,FHIT,fragile histidine triad diadenosine triphosphatase,HGNC:3701,3p14.2
FHL1,Approved symbol,FHL1,four and a half LIM domains 1,HGNC:3702,Xq26.3
FHL1,Alias symbol,CFH,complement factor H,HGNC:4883,1q31.3
FHL2,Approved symbol,FHL2,four and a half LIM domains 2,HGNC:3703,2q12.2
FHOD3,Approved symbol,FHOD3,formin homology 2 domain containing 3,HGNC:26178,18q12.2
FIG4,Approved symbol,FIG4,FIG4 phosphoinositide 5-phosphatase,HGNC:16873,6q21
FIGNL1,Approved symbol,FIGNL1,fidgetin like 1,HGNC:13286,7p12.2
FILIP1L,Approved symbol,FILIP1L,filamin A interacting protein 1 like,HGNC:24589,3q12.1
FKBP3,Approved symbol,FKBP3,FKBP prolyl isomerase 3,HGNC:3719,14q21.2
FKBPL,Approved symbol,FKBPL,FKBP prolyl isomerase like,HGNC:13949,6p21.32
FLAD1,Approved symbol,FLAD1,flavin adenine dinucleotide synthetase 1,HGNC:24671,1q21.3
FLG,Approved symbol,FLG,filaggrin,HGNC:3748,1q21.3
FLG,Alias symbol,FGFR1,fibroblast growth factor receptor 1,HGNC:3688,8p11.23
FLG2,Approved symbol,FLG2,filaggrin 2,HGNC:33276,1q21.3
FLNA,Approved symbol,FLNA,filamin A,HGNC:3754,Xq28
FLNB,Approved symbol,FLNB,filamin B,HGNC:3755,3p14.3
FLRT2,Approved symbol,FLRT2,fibronectin leucine rich transmembrane protein 2,HGNC:3761,14q31.3
FLT1,Approved symbol,FLT1,fms related receptor tyrosine kinase 1,HGNC:3763,13q12.3
FLVCR2,Approved symbol,FLVCR2,FLVCR heme transporter 2,HGNC:20105,14q24.3
FLYWCH1,Approved symbol,FLYWCH1,FLYWCH-type zinc finger 1,HGNC:25404,16p13.3
FMN1,Approved symbol,FMN1,formin 1,HGNC:3768,15q13.3
FMN2,Approved symbol,FMN2,formin 2,HGNC:14074,1q43
FMO1,Approved symbol,FMO1,flavin containing dimethylaniline monoxygenase 1,HGNC:3769,1q24.3
FNBP1,Approved symbol,FNBP1,formin binding protein 1,HGNC:17069,9q34.11
FNDC1,Approved symbol,FNDC1,fibronectin type III domain containing 1,HGNC:21184,6q25.3
FNDC3A,Approved symbol,FNDC3A,fibronectin type III domain containing 3A,HGNC:20296,13q14.2
FNIP2,Approved symbol,FNIP2,folliculin interacting protein 2,HGNC:29280,4q32.1
FOLH1,Approved symbol,FOLH1,folate hydrolase 1,HGNC:3788,11p11.12
FOSB,Approved symbol,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",HGNC:3797,19q13.32
FOXB1,Approved symbol,FOXB1,forkhead box B1,HGNC:3799,15q22.2
FOXB2,Approved symbol,FOXB2,forkhead box B2,HGNC:23315,9q21.2
FOXC1,Approved symbol,FOXC1,forkhead box C1,HGNC:3800,6p25.3
FOXD2,Approved symbol,FOXD2,forkhead box D2,HGNC:3803,1p33
FOXF1,Approved symbol,FOXF1,forkhead box F1,HGNC:3809,16q24.1
FOXG1,Approved symbol,FOXG1,forkhead box G1,HGNC:3811,14q12
FOXI1,Approved symbol,FOXI1,forkhead box I1,HGNC:3815,5q35.1
FOXI3,Approved symbol,FOXI3,forkhead box I3,HGNC:35123,2p11.2
FOXK2,Approved symbol,FOXK2,forkhead box K2,HGNC:6036,17q25.3
FOXN4,Approved symbol,FOXN4,forkhead box N4,HGNC:21399,12q24.11
FOXO1,Approved symbol,FOXO1,forkhead box O1,HGNC:3819,13q14.11
FOXO4,Approved symbol,FOXO4,forkhead box O4,HGNC:7139,Xq13.1
FOXO6,Approved symbol,FOXO6,forkhead box O6,HGNC:24814,1p34.2
FOXP1,Approved symbol,FOXP1,forkhead box P1,HGNC:3823,3p13
FOXP2,Approved symbol,FOXP2,forkhead box P2,HGNC:13875,7q31.1
FOXP3,Approved symbol,FOXP3,forkhead box P3,HGNC:6106,Xp11.23
FPGS,Approved symbol,FPGS,folylpolyglutamate synthase,HGNC:3824,9q34.11
FRAS1,Approved symbol,FRAS1,Fraser extracellular matrix complex subunit 1,HGNC:19185,4q21.21
FREM2,Approved symbol,FREM2,FRAS1 related extracellular matrix 2,HGNC:25396,13q13.3
FREM3,Approved symbol,FREM3,FRAS1 related extracellular matrix 3,HGNC:25172,4q31.21
FRMD3,Approved symbol,FRMD3,FERM domain containing 3,HGNC:24125,9q21.32
FRMD4A,Approved symbol,FRMD4A,FERM domain containing 4A,HGNC:25491,10p13
FRMPD1,Approved symbol,FRMPD1,FERM and PDZ domain containing 1,HGNC:29159,9p13.2
FRMPD4,Approved symbol,FRMPD4,FERM and PDZ domain containing 4,HGNC:29007,Xp22.2
FRS2,Approved symbol,FRS2,fibroblast growth factor receptor substrate 2,HGNC:16971,12q15
FRYL,Approved symbol,FRYL,FRY like transcription coactivator,HGNC:29127,4p11
FSCN2,Approved symbol,FSCN2,"fascin actin-bundling protein 2, retinal",HGNC:3960,17q25.3
FSD1L,Approved symbol,FSD1L,fibronectin type III and SPRY domain containing 1 like,HGNC:13753,9q31.2
FSHR,Approved symbol,FSHR,follicle stimulating hormone receptor,HGNC:3969,2p16.3
FSIP2,Approved symbol,FSIP2,fibrous sheath interacting protein 2,HGNC:21675,2q32.1
FSTL3,Approved symbol,FSTL3,follistatin like 3,HGNC:3973,19p13.3
FSTL5,Approved symbol,FSTL5,follistatin like 5,HGNC:21386,4q32.2
FTCD,Approved symbol,FTCD,formimidoyltransferase cyclodeaminase,HGNC:3974,21q22.3
FTSJ2,Previous symbol,MRM2,mitochondrial rRNA methyltransferase 2,HGNC:16352,7p22.3
FTSJ3,Approved symbol,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,HGNC:17136,17q23.3
FUBP1,Approved symbol,FUBP1,far upstream element binding protein 1,HGNC:4004,1p31.1
FUBP3,Approved symbol,FUBP3,far upstream element binding protein 3,HGNC:4005,9q34.11-q34.12
FUCA2,Approved symbol,FUCA2,alpha-L-fucosidase 2,HGNC:4008,6q24.2
FUNDC2,Approved symbol,FUNDC2,FUN14 domain containing 2,HGNC:24925,Xq28
FURIN,Approved symbol,FURIN,"furin, paired basic amino acid cleaving enzyme",HGNC:8568,15q26.1
FUT4,Approved symbol,FUT4,fucosyltransferase 4,HGNC:4015,11q21
FUZ,Approved symbol,FUZ,fuzzy planar cell polarity protein,HGNC:26219,19q13.33
FXN,Approved symbol,FXN,frataxin,HGNC:3951,9q21.11
FXR2,Approved symbol,FXR2,FMR1 autosomal homolog 2,HGNC:4024,17p13.1
FZD10,Approved symbol,FZD10,frizzled class receptor 10,HGNC:4039,12q24.33
FZD9,Approved symbol,FZD9,frizzled class receptor 9,HGNC:4047,7q11.23
FZR1,Approved symbol,FZR1,fizzy and cell division cycle 20 related 1,HGNC:24824,19p13.3
G6PD,Approved symbol,G6PD,glucose-6-phosphate dehydrogenase,HGNC:4057,Xq28
GAB3,Approved symbol,GAB3,GRB2 associated binding protein 3,HGNC:17515,Xq28
GAB4,Approved symbol,GAB4,GRB2 associated binding protein family member 4,HGNC:18325,22q11.1
GABBR2,Approved symbol,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,HGNC:4507,9q22.33
GABPB1,Approved symbol,GABPB1,GA binding protein transcription factor subunit beta 1,HGNC:4074,15q21.2
GABPB1,Previous symbol,GABPAP,GABPA pseudogene,HGNC:4072,7q11.21
GABPB2,Approved symbol,GABPB2,GA binding protein transcription factor subunit beta 2,HGNC:28441,1q21.3
GABPB2,Previous symbol,GABPB1,GA binding protein transcription factor subunit beta 1,HGNC:4074,15q21.2
GABRA2,Approved symbol,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,HGNC:4076,4p12
GABRA3,Approved symbol,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,HGNC:4077,Xq28
GABRA4,Approved symbol,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,HGNC:4078,4p12
GABRA5,Approved symbol,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,HGNC:4079,15q12
GABRA6,Approved symbol,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,HGNC:4080,5q34
GABRB3,Approved symbol,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,HGNC:4083,15q12
GABRG2,Approved symbol,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,HGNC:4087,5q34
GABRG3,Approved symbol,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,HGNC:4088,15q12
GABRQ,Approved symbol,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,HGNC:14454,Xq28
GAK,Approved symbol,GAK,cyclin G associated kinase,HGNC:4113,4p16.3
GAL3ST1,Approved symbol,GAL3ST1,galactose-3-O-sulfotransferase 1,HGNC:24240,22q12.2
GALC,Approved symbol,GALC,galactosylceramidase,HGNC:4115,14q31.3
GALM,Approved symbol,GALM,galactose mutarotase,HGNC:24063,2p22.1
GALNS,Approved symbol,GALNS,galactosamine (N-acetyl)-6-sulfatase,HGNC:4122,16q24.3
GALNT12,Approved symbol,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,HGNC:19877,9q22.33
GALNT13,Approved symbol,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,HGNC:23242,2q23.3-q24.1
GALNT14,Approved symbol,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,HGNC:22946,2p23.1
GALNT15,Approved symbol,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,HGNC:21531,3p25.1
GALNT15,Previous symbol,GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5,HGNC:21725,7q36.1
GALNT15,Alias symbol,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,HGNC:30488,11p15.4
GALNT16,Approved symbol,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,HGNC:23233,14q24.1
GALNT5,Approved symbol,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,HGNC:4127,2q24.1
GALNT7,Approved symbol,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,HGNC:4129,4q34.1
GALNT7,Alias symbol,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,HGNC:21531,3p25.1
GALNT8,Approved symbol,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8,HGNC:4130,12p13.32
GALNT9,Approved symbol,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9,HGNC:4131,12q24.33
GAMT,Approved symbol,GAMT,guanidinoacetate N-methyltransferase,HGNC:4136,19p13.3
GANAB,Approved symbol,GANAB,glucosidase II alpha subunit,HGNC:4138,11q12.3
GAREM,Previous symbol,GAREM1,GRB2 associated regulator of MAPK1 subtype 1,HGNC:26136,18q12.1
GARS,Previous symbol,GARS1,glycyl-tRNA synthetase 1,HGNC:4162,7p14.3
GAS1,Approved symbol,GAS1,growth arrest specific 1,HGNC:4165,9q21.33
GAS2L3,Approved symbol,GAS2L3,growth arrest specific 2 like 3,HGNC:27475,12q23.1
GAS6,Approved symbol,GAS6,growth arrest specific 6,HGNC:4168,13q34
GATA1,Approved symbol,GATA1,GATA binding protein 1,HGNC:4170,Xp11.23
GATA4,Approved symbol,GATA4,GATA binding protein 4,HGNC:4173,8p23.1
GATA5,Approved symbol,GATA5,GATA binding protein 5,HGNC:15802,20q13.33
GATAD2A,Approved symbol,GATAD2A,GATA zinc finger domain containing 2A,HGNC:29989,19p13.11
GATSL3,Previous symbol,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,HGNC:34423,22q12.2
GBA2,Approved symbol,GBA2,glucosylceramidase beta 2,HGNC:18986,9p13.3
GBF1,Approved symbol,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,HGNC:4181,10q24.32
GBGT1,Approved symbol,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",HGNC:20460,9q34.2
GBP2,Approved symbol,GBP2,guanylate binding protein 2,HGNC:4183,1p22.2
GBP5,Approved symbol,GBP5,guanylate binding protein 5,HGNC:19895,1p22.2
GCAT,Approved symbol,GCAT,glycine C-acetyltransferase,HGNC:4188,22q13.1
GCDH,Approved symbol,GCDH,glutaryl-CoA dehydrogenase,HGNC:4189,19p13.13
GCK,Approved symbol,GCK,glucokinase,HGNC:4195,7p13
GCK,Alias symbol,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,HGNC:6864,11q13.1
GCKR,Approved symbol,GCKR,glucokinase regulator,HGNC:4196,2p23.3
GCKR,Alias symbol,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,HGNC:6867,14q22.1
GCLC,Approved symbol,GCLC,glutamate-cysteine ligase catalytic subunit,HGNC:4311,6p12.1
GCLM,Approved symbol,GCLM,glutamate-cysteine ligase modifier subunit,HGNC:4312,1p22.1
GCM1,Approved symbol,GCM1,glial cells missing transcription factor 1,HGNC:4197,6p12.1
GCM2,Approved symbol,GCM2,glial cells missing transcription factor 2,HGNC:4198,6p24.2
GCN1L1,Previous symbol,GCN1,GCN1 activator of EIF2AK4,HGNC:4199,12q24.23
GCNT1,Approved symbol,GCNT1,glucosaminyl (N-acetyl) transferase 1,HGNC:4203,9q21.13
GCNT2,Approved symbol,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group),HGNC:4204,6p24.3-p24.2
GCNT4,Approved symbol,GCNT4,glucosaminyl (N-acetyl) transferase 4,HGNC:17973,5q13.3
GDA,Approved symbol,GDA,guanine deaminase,HGNC:4212,9q21.13
GDA,Alias symbol,SLC25A16,solute carrier family 25 member 16,HGNC:10986,10q21.3
GDA,Alias symbol,PAEP,progestagen associated endometrial protein,HGNC:8573,9q34.3
GDAP1L1,Approved symbol,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,HGNC:4213,20q13.12
GDF1,Approved symbol,GDF1,growth differentiation factor 1,HGNC:4214,19p13.11
GDF5,Approved symbol,GDF5,growth differentiation factor 5,HGNC:4220,20q11.22
GDNF-AS1,Approved symbol,GDNF-AS1,GDNF antisense RNA 1,HGNC:43592,5p13.2
GDPD1,Approved symbol,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,HGNC:20883,17q22
GEMIN4,Approved symbol,GEMIN4,gem nuclear organelle associated protein 4,HGNC:15717,17p13.3
GEN1,Approved symbol,GEN1,GEN1 Holliday junction 5' flap endonuclease,HGNC:26881,2p24.2
GFM1,Approved symbol,GFM1,G elongation factor mitochondrial 1,HGNC:13780,3q25.32
GFM2,Approved symbol,GFM2,GTP dependent ribosome recycling factor mitochondrial 2,HGNC:29682,5q13.3
GFOD2,Approved symbol,GFOD2,glucose-fructose oxidoreductase domain containing 2,HGNC:28159,16q22.1
GFRA2,Approved symbol,GFRA2,GDNF family receptor alpha 2,HGNC:4244,8p21.3
GFRA3,Approved symbol,GFRA3,GDNF family receptor alpha 3,HGNC:4245,5q31.2
GFRAL,Approved symbol,GFRAL,GDNF family receptor alpha like,HGNC:32789,6p12.1
GGA3,Approved symbol,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",HGNC:17079,17q25.1
GGACT,Approved symbol,GGACT,gamma-glutamylamine cyclotransferase,HGNC:25100,13q32.3
GGT1,Approved symbol,GGT1,gamma-glutamyltransferase 1,HGNC:4250,22q11.23
GGT5,Approved symbol,GGT5,gamma-glutamyltransferase 5,HGNC:4260,22q11.23
GGT6,Approved symbol,GGT6,gamma-glutamyltransferase 6,HGNC:26891,17p13.2
GGT7,Approved symbol,GGT7,gamma-glutamyltransferase 7,HGNC:4259,20q11.22
GH2,Approved symbol,GH2,growth hormone 2,HGNC:4262,17q23.3
GIMAP1,Approved symbol,GIMAP1,"GTPase, IMAP family member 1",HGNC:23237,7q36.1
GIMAP8,Approved symbol,GIMAP8,"GTPase, IMAP family member 8",HGNC:21792,7q36.1
GINS1,Approved symbol,GINS1,GINS complex subunit 1,HGNC:28980,20p11.21
GIPC2,Approved symbol,GIPC2,GIPC PDZ domain containing family member 2,HGNC:18177,1p31.1
GIPC3,Approved symbol,GIPC3,GIPC PDZ domain containing family member 3,HGNC:18183,19p13.3
GIT1,Approved symbol,GIT1,GIT ArfGAP 1,HGNC:4272,17q11.2
GJA8,Approved symbol,GJA8,gap junction protein alpha 8,HGNC:4281,1q21.2
GJA9,Approved symbol,GJA9,gap junction protein alpha 9,HGNC:19155,1p34.3
GJA9,Previous symbol,GJD2,gap junction protein delta 2,HGNC:19154,15q14
GJB1,Approved symbol,GJB1,gap junction protein beta 1,HGNC:4283,Xq13.1
GJB5,Approved symbol,GJB5,gap junction protein beta 5,HGNC:4287,1p34.3
GLB1L3,Approved symbol,GLB1L3,galactosidase beta 1 like 3,HGNC:25147,11q25
GLCCI1,Approved symbol,GLCCI1,glucocorticoid induced 1,HGNC:18713,7p21.3
GLCE,Approved symbol,GLCE,glucuronic acid epimerase,HGNC:17855,15q23
GLDC,Approved symbol,GLDC,glycine decarboxylase,HGNC:4313,9p24.1
GLG1,Approved symbol,GLG1,golgi glycoprotein 1,HGNC:4316,16q23.1
GLI2,Approved symbol,GLI2,GLI family zinc finger 2,HGNC:4318,2q14.2
GLI3,Approved symbol,GLI3,GLI family zinc finger 3,HGNC:4319,7p14.1
GLIPR1L1,Approved symbol,GLIPR1L1,GLIPR1 like 1,HGNC:28392,12q21.2
GLIPR1L2,Approved symbol,GLIPR1L2,GLIPR1 like 2,HGNC:28592,12q21.2
GLIS1,Approved symbol,GLIS1,GLIS family zinc finger 1,HGNC:29525,1p32.3
GLS,Approved symbol,GLS,glutaminase,HGNC:4331,2q32.2
GLS,Alias symbol,GLS2,glutaminase 2,HGNC:29570,12q13.3
GLT1D1,Approved symbol,GLT1D1,glycosyltransferase 1 domain containing 1,HGNC:26483,12q24.33
GLTSCR1,Previous symbol,BICRA,BRD4 interacting chromatin remodeling complex associated protein,HGNC:4332,19q13.33
GLYATL2,Approved symbol,GLYATL2,glycine-N-acyltransferase like 2,HGNC:24178,11q12.1
GMCL1,Approved symbol,GMCL1,"germ cell-less 1, spermatogenesis associated",HGNC:23843,2p13.3
GMIP,Approved symbol,GMIP,GEM interacting protein,HGNC:24852,19p13.11
GML,Approved symbol,GML,glycosylphosphatidylinositol anchored molecule like,HGNC:4375,8q24.3
GMPR2,Approved symbol,GMPR2,guanosine monophosphate reductase 2,HGNC:4377,14q12
GMPS,Approved symbol,GMPS,guanine monophosphate synthase,HGNC:4378,3q25.31
GNA12,Approved symbol,GNA12,G protein subunit alpha 12,HGNC:4380,7p22.3-p22.2
GNA14,Approved symbol,GNA14,G protein subunit alpha 14,HGNC:4382,9q21.2
GNA15,Approved symbol,GNA15,G protein subunit alpha 15,HGNC:4383,19p13.3
GNAI1,Approved symbol,GNAI1,G protein subunit alpha i1,HGNC:4384,7q21.11
GNAI2,Approved symbol,GNAI2,G protein subunit alpha i2,HGNC:4385,3p21.31
GNAL,Approved symbol,GNAL,G protein subunit alpha L,HGNC:4388,18p11.21
GNAS,Approved symbol,GNAS,GNAS complex locus,HGNC:4392,20q13.32
GNAS-AS1,Approved symbol,GNAS-AS1,GNAS antisense RNA 1,HGNC:24872,20q13.32
GNB1L,Approved symbol,GNB1L,G protein subunit beta 1 like,HGNC:4397,22q11.21
GNE,Approved symbol,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,HGNC:23657,9p13.3
GNL3,Approved symbol,GNL3,G protein nucleolar 3,HGNC:29931,3p21.1
GNL3L,Approved symbol,GNL3L,G protein nucleolar 3 like,HGNC:25553,Xp11.22
GNLY,Approved symbol,GNLY,granulysin,HGNC:4414,2p11.2
GNPAT,Approved symbol,GNPAT,glyceronephosphate O-acyltransferase,HGNC:4416,1q42.2
GNPDA1,Approved symbol,GNPDA1,glucosamine-6-phosphate deaminase 1,HGNC:4417,5q31.3
GNS,Approved symbol,GNS,glucosamine (N-acetyl)-6-sulfatase,HGNC:4422,12q14.3
GOLGA2,Approved symbol,GOLGA2,golgin A2,HGNC:4425,9q34.11
GOLGA3,Approved symbol,GOLGA3,golgin A3,HGNC:4426,12q24.33
GOLGA4,Approved symbol,GOLGA4,golgin A4,HGNC:4427,3p22.2
GOLGA6L2,Approved symbol,GOLGA6L2,golgin A6 family like 2,HGNC:26695,15q11.2
GOPC,Approved symbol,GOPC,golgi associated PDZ and coiled-coil motif containing,HGNC:17643,6q22.1
